scenario,panel,model,thr_mode,threshold,best_combo,train_f1,train_precision,train_recall,train_mcc,test_f1_5050,test_precision_5050,test_recall_5050,test_mcc_5050,test_f1_8020_mean,test_f1_8020_std,test_f1_8020_lo,test_f1_8020_hi,n_test
S2,PAH,lightgbm,f1_raw,0.18,,0.9951534733441034,0.9903536977491961,1.0,0.970790068725224,0.9101796407185628,0.8397790055248618,0.9934640522875817,0.1713587228661353,0.35178341555085735,0.013659438135197322,0.3181818181818182,0.35555555555555557,184
S2,PAH,lightgbm,f1_8020,0.22,,0.9934640522875817,1.0,0.987012987012987,0.9629091432233412,0.9129129129129129,0.8444444444444444,0.9934640522875817,0.23160661457221743,0.35979462398067047,0.013912903279101775,0.32558139534883723,0.36363636363636365,184
S2,PAH,lightgbm,mcc_8020,0.22,,0.9934640522875817,1.0,0.987012987012987,0.9629091432233412,0.9129129129129129,0.8444444444444444,0.9934640522875817,0.23160661457221743,0.35979462398067047,0.013912903279101775,0.32558139534883723,0.36363636363636365,184
S2,PAH,catboost,f1_raw,0.33,,0.9807692307692307,0.9683544303797469,0.9935064935064936,0.880373440651359,0.9123867069486404,0.848314606741573,0.9869281045751634,0.2443714697280831,0.366628852335035,0.01570011021383811,0.3333333333333333,0.37209302325581395,184
S2,PAH,catboost,f1_8020,0.51,,0.9632107023411371,0.993103448275862,0.935064935064935,0.8190719740242354,0.9025974025974026,0.896774193548387,0.9084967320261438,0.4030463223883134,0.4542882567932624,0.04575723020863899,0.35724137931034483,0.5,184
S2,PAH,catboost,mcc_8020,0.51,,0.9632107023411371,0.993103448275862,0.935064935064935,0.8190719740242354,0.9025974025974026,0.896774193548387,0.9084967320261438,0.4030463223883134,0.4542882567932624,0.04575723020863899,0.35724137931034483,0.5,184
S2,PAH,nn,f1_raw,0.36,"{'hidden': 128, 'dropout': 0.3, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.956661316211878,0.946031746031746,0.9675324675324676,0.7279141478279316,0.8698412698412699,0.845679012345679,0.8954248366013072,0.102640093964564,0.3592837957934236,0.03045100545817378,0.3076923076923077,0.3902439024390244,184
S2,PAH,nn,f1_8020,0.58,"{'hidden': 128, 'dropout': 0.3, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.8970331588132635,0.969811320754717,0.8344155844155844,0.5843577473205169,0.8137931034482758,0.8613138686131386,0.7712418300653595,0.13589521407784116,0.376732152098376,0.06629021836218059,0.21306451612903227,0.45714285714285713,184
S2,PAH,nn,mcc_8020,0.58,"{'hidden': 128, 'dropout': 0.3, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.8970331588132635,0.969811320754717,0.8344155844155844,0.5843577473205169,0.8137931034482758,0.8613138686131386,0.7712418300653595,0.13589521407784116,0.376732152098376,0.06629021836218059,0.21306451612903227,0.45714285714285713,184
S2,PAH,dnn,f1_raw,0.37,"{'hidden': 128, 'n_layers': 3, 'dropout': 0.4, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.9574803149606299,0.9296636085626911,0.987012987012987,0.7179194322142456,0.8706624605678234,0.8414634146341463,0.9019607843137255,0.07606025385146,0.3536594300008934,0.03304889565298724,0.2662179487179487,0.38095238095238093,184
S2,PAH,dnn,f1_8020,0.66,"{'hidden': 128, 'n_layers': 3, 'dropout': 0.4, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.8364312267657993,0.9782608695652174,0.7305194805194806,0.5004637694406963,0.7509293680297398,0.8706896551724138,0.6601307189542484,0.13667726010460748,0.3624557287231369,0.09307922470460785,0.17592307692307693,0.4666666666666667,184
S2,PAH,dnn,mcc_8020,0.66,"{'hidden': 128, 'n_layers': 3, 'dropout': 0.4, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.8364312267657993,0.9782608695652174,0.7305194805194806,0.5004637694406963,0.7509293680297398,0.8706896551724138,0.6601307189542484,0.13667726010460748,0.3624557287231369,0.09307922470460785,0.17592307692307693,0.4666666666666667,184
S3,PAH,nn,f1_raw,0.1,"{'hidden': 128, 'dropout': 0.3, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.9085545722713865,0.8324324324324325,1.0,0.0,0.9080118694362018,0.8315217391304348,1.0,0.0,0.34042553191489355,5.551115123125783e-17,0.3404255319148936,0.3404255319148936,184
S3,PAH,nn,f1_8020,0.3,"{'hidden': 128, 'dropout': 0.3, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.8978328173374613,0.8579881656804734,0.9415584415584416,0.22238332959668775,0.8853503184713376,0.8633540372670807,0.9084967320261438,0.22501334424919808,0.3854826254826255,0.03504991701261757,0.29642857142857143,0.42105263157894735,184
S3,PAH,nn,mcc_8020,0.59,"{'hidden': 128, 'dropout': 0.3, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.42786069651741293,0.9148936170212766,0.2792207792207792,0.12885149925582925,0.5047619047619047,0.9298245614035088,0.3464052287581699,0.17595143560762022,0.32833527257056666,0.15394936010029106,0.0,0.5882352941176471,184
S4,PAH,dnn,f1_raw,0.1,"{'hidden': 128, 'n_layers': 2, 'dropout': 0.4, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.8942598187311178,0.8361581920903954,0.961038961038961,0.046923132453444046,0.9085365853658537,0.8514285714285714,0.9738562091503268,0.23452610351826988,0.3762137049941927,0.012832395157148539,0.34146341463414637,0.38095238095238093,184
S4,PAH,dnn,f1_8020,0.54,"{'hidden': 128, 'n_layers': 2, 'dropout': 0.4, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.5814977973568282,0.9041095890410958,0.42857142857142855,0.1549400559928203,0.6554621848739496,0.9176470588235294,0.5098039215686274,0.21321314351345172,0.40523648693927344,0.10877095780766463,0.23529411764705882,0.5714285714285714,184
S4,PAH,dnn,mcc_8020,0.54,"{'hidden': 128, 'n_layers': 2, 'dropout': 0.4, 'weight_decay': 0.001, 'lr': 0.001, 'focal_gamma': 2.0}",0.5814977973568282,0.9041095890410958,0.42857142857142855,0.1549400559928203,0.6554621848739496,0.9176470588235294,0.5098039215686274,0.21321314351345172,0.40523648693927344,0.10877095780766463,0.23529411764705882,0.5714285714285714,184
