Method,Threshold,Boot_F1_mean,Boot_F1_std,Boot_F1_lo,Boot_F1_hi,MCC
raw_f1_max,0.15999999999999998,0.5595102198141051,0.04395210909756016,0.5,0.625,0.49688882813145047
weighted_f1_max,0.88,0.2325108819479529,0.1266416851532781,0.1111111111111111,0.45454545454545453,0.14034753487206048
boot_8020_robust,0.42,0.5902532057911316,0.07319875469596532,0.4481534090909091,0.6842105263157895,0.40126272108356287
