label,thr_raw,thr_8020,f1_raw,f1_5050_8020thr,mcc_5050_8020thr,prec_5050,rec_5050,f1_8020_boot,f1_8020_std,f1_8020_ci_lo,f1_8020_ci_hi,mcc_8020_boot,auprc,fp,fn,tp,tn,floor_f1,gecti_mi_floor,train_f1,train_mcc,train_test_gap,n_extra_flags,n_pool
M3_baseline,0.43,0.45,0.9372693726937269,0.9363295880149812,0.7935375027900818,0.9328358208955224,0.9398496240601504,0.7299697893382102,0.03345520893183659,0.6371428571428571,0.7692307692307693,0.6702990004198047,0.968341026561965,9,8,125,51,0.8159509202453987,False,0.7337278106508875,0.5492053997432871,0.0037580213126773288,0,1442
M3_PHI_selective,0.42,0.41,0.9259259259259259,0.9259259259259259,0.7545544870915422,0.9124087591240876,0.9398496240601504,0.6815899504859709,0.03070066781420409,0.5949342105263158,0.7142857142857143,0.6151710610411133,0.9665320473006259,12,8,125,48,0.8159509202453987,False,0.7473769168684423,0.5627239752042866,0.06578696638247139,53,1442
