k,feature,feature_group,xgb_gain,xgb_cover,xgb_weight,lgbm_importance,nn_permutation_importance,consensus_avg_rank
3,Prot_11mer_Alt__3mer_KML,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12360.0
3,Prot_11mer_Alt__3mer_KRK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12360.67
3,Prot_11mer_Alt__3mer_KMI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12361.0
3,Prot_11mer_Alt__3mer_KRI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12361.67
3,Prot_11mer_Alt__3mer_KMF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12362.0
3,Prot_11mer_Alt__3mer_KMN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12362.67
3,Prot_11mer_Alt__3mer_KME,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12363.0
3,Prot_11mer_Alt__3mer_KLW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12363.33
3,Prot_11mer_Alt__3mer_KNK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12363.33
3,Prot_11mer_Alt__3mer_KMD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12364.0
3,Prot_11mer_Alt__3mer_KNI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12364.33
3,Prot_11mer_Alt__3mer_KRL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12364.33
3,Prot_11mer_Alt__3mer_KMC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12365.0
3,Prot_11mer_Alt__3mer_KNH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12365.33
3,Prot_11mer_Alt__3mer_KMA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12366.0
3,Prot_11mer_Alt__3mer_KNG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12366.33
3,Prot_11mer_Alt__3mer_KLY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12367.0
3,Prot_11mer_Alt__3mer_KNE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12367.33
3,Prot_11mer_Alt__3mer_KND,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12368.33
3,Prot_11mer_Alt__3mer_KNA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12369.33
3,Prot_11mer_Alt__3mer_KMR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12369.67
3,Prot_11mer_Alt__3mer_KM_,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12370.33
3,Prot_11mer_Alt__3mer_KMV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12371.33
3,Prot_11mer_Alt__3mer_KMS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12373.33
3,Prot_11mer_Alt__3mer_KMT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12377.0
3,Prot_11mer_Alt__3mer_KRM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12390.33
3,Prot_11mer_Alt__3mer_KWK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12391.33
3,Prot_11mer_Alt__3mer_KWG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12392.33
3,Prot_11mer_Alt__3mer_KWF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12393.33
3,Prot_11mer_Alt__3mer_KWE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12394.33
3,Prot_11mer_Alt__3mer_KWD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12395.33
3,Prot_11mer_Alt__3mer_KWC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12396.33
3,Prot_11mer_Alt__3mer_KLE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12396.67
3,Prot_11mer_Alt__3mer_KWA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12397.33
3,Prot_11mer_Alt__3mer_KVY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12398.33
3,Prot_11mer_Alt__3mer_KVV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12400.33
3,Prot_11mer_Alt__3mer_KSC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12402.0
3,Prot_11mer_Alt__3mer_KWL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12403.67
3,Prot_11mer_Alt__3mer_KRY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12404.0
3,Prot_11mer_Alt__3mer_KVW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12404.0
3,Prot_11mer_Alt__3mer_KRW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12405.0
3,Prot_11mer_Alt__3mer_KRV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12406.0
3,Prot_11mer_Alt__3mer_KWP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12406.33
3,Prot_11mer_Alt__3mer_KRT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12407.0
3,Prot_11mer_Alt__3mer_KWN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12407.33
3,Prot_11mer_Alt__3mer_KSA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12407.67
3,Prot_11mer_Alt__3mer_KRS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12408.0
3,Prot_11mer_Alt__3mer_KRR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12409.0
3,Prot_11mer_Alt__3mer_KRQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12410.0
3,Prot_11mer_Alt__3mer_KWR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12410.0
3,Prot_11mer_Alt__3mer_KRP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12411.0
3,Prot_11mer_Alt__3mer_KYM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12411.33
3,Prot_11mer_Alt__3mer_KRN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12412.0
3,Prot_11mer_Alt__3mer_KYK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12413.33
3,Prot_11mer_Alt__3mer_KYI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12414.33
3,Prot_11mer_Alt__3mer_KVT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12415.0
3,Prot_11mer_Alt__3mer_KYG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12415.33
3,Prot_11mer_Alt__3mer_KYF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12416.33
3,Prot_11mer_Alt__3mer_KYL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12417.0
3,Prot_11mer_Alt__3mer_KYE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12417.33
3,Prot_11mer_Alt__3mer_KWT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12417.67
3,Prot_11mer_Alt__3mer_KYD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12418.33
3,Prot_11mer_Alt__3mer_K_L,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12418.67
3,Prot_11mer_Alt__3mer_KYC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12419.33
3,Prot_11mer_Alt__3mer_K_G,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12419.67
3,Prot_11mer_Alt__3mer_KYA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12420.33
3,Prot_11mer_Alt__3mer_KVS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12420.67
3,Prot_11mer_Alt__3mer_KYY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12420.67
3,Prot_11mer_Alt__3mer_KWV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12421.33
3,Prot_11mer_Alt__3mer_KYW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12421.67
3,Prot_11mer_Alt__3mer_KVQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12422.67
3,Prot_11mer_Alt__3mer_KYV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12422.67
3,Prot_11mer_Alt__3mer_KVP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12423.67
3,Prot_11mer_Alt__3mer_KYT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12423.67
3,Prot_11mer_Alt__3mer_KYN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12424.0
3,Prot_11mer_Alt__3mer_KVN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12424.67
3,Prot_11mer_Alt__3mer_KYS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12424.67
3,Prot_11mer_Alt__3mer_KVM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12425.67
3,Prot_11mer_Alt__3mer_KYR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12425.67
3,Prot_11mer_Alt__3mer_KVR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12426.33
3,Prot_11mer_Alt__3mer_KVL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12426.67
3,Prot_11mer_Alt__3mer_KVK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12427.67
3,Prot_11mer_Alt__3mer_KYP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12427.67
3,Prot_11mer_Alt__3mer_KVI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12428.67
3,Prot_11mer_Alt__3mer_KVH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12429.67
3,Prot_11mer_Alt__3mer_KVG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12430.67
3,Prot_11mer_Alt__3mer_KYQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12431.33
3,Prot_11mer_Alt__3mer_KSD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12432.67
3,Prot_11mer_Alt__3mer_KLD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12438.67
3,Prot_11mer_Alt__3mer_KLA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12440.67
3,Prot_11mer_Alt__3mer_KKY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12441.67
3,Prot_11mer_Alt__3mer_KKW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12442.67
3,Prot_11mer_Alt__3mer_KKV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12443.67
3,Prot_11mer_Alt__3mer_KLC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12444.33
3,Prot_11mer_Alt__3mer_KKT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12444.67
3,Prot_11mer_Alt__3mer_KVF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12445.0
3,Prot_11mer_Alt__3mer_KKS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12445.67
3,Prot_11mer_Alt__3mer_KSP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12445.67
3,Prot_11mer_Alt__3mer_KKR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12446.67
3,Prot_11mer_Alt__3mer_KSN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12446.67
3,Prot_11mer_Alt__3mer_KKQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12447.67
3,Prot_11mer_Alt__3mer_KSM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12447.67
3,Prot_11mer_Alt__3mer_KKP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12448.67
3,Prot_11mer_Alt__3mer_KSL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12448.67
3,Prot_11mer_Alt__3mer_KSK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12449.67
3,Prot_11mer_Alt__3mer_KSI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12450.67
3,Prot_11mer_Alt__3mer_KVE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12450.67
3,Prot_11mer_Alt__3mer_KSH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12451.67
3,Prot_11mer_Alt__3mer_KSG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12452.67
3,Prot_11mer_Alt__3mer_KVC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12452.67
3,Prot_11mer_Alt__3mer_KSE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12454.67
3,Prot_11mer_Alt__3mer_KVD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12456.33
3,Prot_11mer_Alt__3mer_KSF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12458.33
3,Prot_11mer_Alt__3mer_KSQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12458.33
3,Prot_11mer_Alt__3mer_KSS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12461.0
3,Prot_11mer_Alt__3mer_KSR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12462.0
3,Prot_11mer_Alt__3mer_KST,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12464.67
3,Prot_11mer_Alt__3mer_KTI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12466.33
3,Prot_11mer_Alt__3mer_KVA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12467.0
3,Prot_11mer_Alt__3mer_KTG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12468.33
3,Prot_11mer_Alt__3mer_KTF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12469.33
3,Prot_11mer_Alt__3mer_KTE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12470.33
3,Prot_11mer_Alt__3mer_KTD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12471.33
3,Prot_11mer_Alt__3mer_KTH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12472.0
3,Prot_11mer_Alt__3mer_KTC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12472.33
3,Prot_11mer_Alt__3mer_KSV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12472.67
3,Prot_11mer_Alt__3mer_KTY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12472.67
3,Prot_11mer_Alt__3mer_KTA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12473.33
3,Prot_11mer_Alt__3mer_KTW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12473.67
3,Prot_11mer_Alt__3mer_KS_,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12474.33
3,Prot_11mer_Alt__3mer_KTV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12474.67
3,Prot_11mer_Alt__3mer_KSY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12475.33
3,Prot_11mer_Alt__3mer_KTT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12475.67
3,Prot_11mer_Alt__3mer_KSW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12476.33
3,Prot_11mer_Alt__3mer_KTS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12476.67
3,Prot_11mer_Alt__3mer_KTR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12477.67
3,Prot_11mer_Alt__3mer_KTQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12478.67
3,Prot_11mer_Alt__3mer_KTK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12479.0
3,Prot_11mer_Alt__3mer_KTP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12479.67
3,Prot_11mer_Alt__3mer_KTN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12480.67
3,Prot_11mer_Alt__3mer_KTL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12482.67
3,Prot_11mer_Alt__3mer_KTM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12486.33
3,Prot_11mer_Alt__3mer_KKN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12499.67
3,Prot_11mer_Alt__3mer_KAS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12500.67
3,Prot_11mer_Alt__3mer_KAR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12501.67
3,Prot_11mer_Alt__3mer_KAQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12502.67
3,Prot_11mer_Alt__3mer_KAP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12503.67
3,Prot_11mer_Alt__3mer_KAN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12504.67
3,Prot_11mer_Alt__3mer_KAM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12505.67
3,Prot_11mer_Alt__3mer_KAL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12506.67
3,Prot_11mer_Alt__3mer_KAK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12507.67
3,Prot_11mer_Alt__3mer_KAH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12509.67
3,Prot_11mer_Alt__3mer_KAT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12513.0
3,Prot_11mer_Alt__3mer_KAI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12513.33
3,Prot_11mer_Alt__3mer_KAW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12515.67
3,Prot_11mer_Alt__3mer_KAV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12516.67
3,Prot_11mer_Alt__3mer_KAY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12519.33
3,Prot_11mer_Alt__3mer_KCP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12520.67
3,Prot_11mer_Alt__3mer_LAA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12522.33
3,Prot_11mer_Alt__3mer_KCL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12522.67
3,Prot_11mer_Alt__3mer_KCK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12523.67
3,Prot_11mer_Alt__3mer_KAG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12524.0
3,Prot_11mer_Alt__3mer_KCI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12524.67
3,Prot_11mer_Alt__3mer_KCH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12525.67
3,Prot_11mer_Alt__3mer_KCN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12526.33
3,Prot_11mer_Alt__3mer_KCG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12526.67
3,Prot_11mer_Alt__3mer_KCA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12527.0
3,Prot_11mer_Alt__3mer_KCF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12527.67
3,Prot_11mer_Alt__3mer_KDI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12527.67
3,Prot_11mer_Alt__3mer_KCE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12528.67
3,Prot_11mer_Alt__3mer_KDH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12528.67
3,Prot_11mer_Alt__3mer_KAF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12529.67
3,Prot_11mer_Alt__3mer_KCD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12529.67
3,Prot_11mer_Alt__3mer_KDG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12529.67
3,Prot_11mer_Alt__3mer_KCC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12530.67
3,Prot_11mer_Alt__3mer_KDF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12530.67
3,Prot_11mer_Alt__3mer_KAD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12531.67
3,Prot_11mer_Alt__3mer_KDE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12531.67
3,Prot_11mer_Alt__3mer_KAC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12532.67
3,Prot_11mer_Alt__3mer_KDD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12532.67
3,Prot_11mer_Alt__3mer_KCQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12533.0
3,Prot_11mer_Alt__3mer_I__,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12533.67
3,Prot_11mer_Alt__3mer_KDC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12533.67
3,Prot_11mer_Alt__3mer_IYY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12534.67
3,Prot_11mer_Alt__3mer_KDA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12534.67
3,Prot_11mer_Alt__3mer_KAE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12535.33
3,Prot_11mer_Alt__3mer_IYW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12535.67
3,Prot_11mer_Alt__3mer_IYV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12536.67
3,Prot_11mer_Alt__3mer_KCS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12536.67
3,Prot_11mer_Alt__3mer_IYT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12537.67
3,Prot_11mer_Alt__3mer_IYS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12538.67
3,Prot_11mer_Alt__3mer_IYR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12539.67
3,Prot_11mer_Alt__3mer_KCV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12540.33
3,Prot_11mer_Alt__3mer_KKM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12541.67
3,Prot_11mer_Alt__3mer_KKK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12543.67
3,Prot_11mer_Alt__3mer_KKL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12547.33
3,Prot_11mer_Alt__3mer_IYQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12554.0
3,Prot_11mer_Alt__3mer_IVM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12554.67
3,Prot_11mer_Alt__3mer_IVL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12555.67
3,Prot_11mer_Alt__3mer_IVK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12556.67
3,Prot_11mer_Alt__3mer_IVI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12557.67
3,Prot_11mer_Alt__3mer_KDK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12558.33
3,Prot_11mer_Alt__3mer_IVH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12558.67
3,Prot_11mer_Alt__3mer_IVG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12559.67
3,Prot_11mer_Alt__3mer_IYP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12559.67
3,Prot_11mer_Alt__3mer_IVF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12560.67
3,Prot_11mer_Alt__3mer_IVE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12561.67
3,Prot_11mer_Alt__3mer_IYM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12561.67
3,Prot_11mer_Alt__3mer_IVC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12563.67
3,Prot_11mer_Alt__3mer_IYN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12565.33
3,Prot_11mer_Alt__3mer_IVD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12567.33
3,Prot_11mer_Alt__3mer_IVN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12567.33
3,Prot_11mer_Alt__3mer_IVQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12570.0
3,Prot_11mer_Alt__3mer_IVP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12571.0
3,Prot_11mer_Alt__3mer_IVR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12573.67
3,Prot_11mer_Alt__3mer_IWP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12575.33
3,Prot_11mer_Alt__3mer_IYL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12576.0
3,Prot_11mer_Alt__3mer_IWK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12577.33
3,Prot_11mer_Alt__3mer_IWI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12578.33
3,Prot_11mer_Alt__3mer_IWG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12579.33
3,Prot_11mer_Alt__3mer_KDM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12579.33
3,Prot_11mer_Alt__3mer_IWF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12580.33
3,Prot_11mer_Alt__3mer_KDL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12580.33
3,Prot_11mer_Alt__3mer_IWN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12581.0
3,Prot_11mer_Alt__3mer_IWE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12581.33
3,Prot_11mer_Alt__3mer_IVS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12581.67
3,Prot_11mer_Alt__3mer_IYK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12581.67
3,Prot_11mer_Alt__3mer_IWA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12582.33
3,Prot_11mer_Alt__3mer_IYI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12582.67
3,Prot_11mer_Alt__3mer_KDP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12583.0
3,Prot_11mer_Alt__3mer_IVY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12583.33
3,Prot_11mer_Alt__3mer_IYH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12583.67
3,Prot_11mer_Alt__3mer_IVV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12584.33
3,Prot_11mer_Alt__3mer_IYG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12584.67
3,Prot_11mer_Alt__3mer_IVT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12585.33
3,Prot_11mer_Alt__3mer_IYE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12585.67
3,Prot_11mer_Alt__3mer_IYD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12586.67
3,Prot_11mer_Alt__3mer_IYC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12587.67
3,Prot_11mer_Alt__3mer_IWQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12588.0
3,Prot_11mer_Alt__3mer_IYA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12588.67
3,Prot_11mer_Alt__3mer_IWW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12589.67
3,Prot_11mer_Alt__3mer_IWR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12591.67
3,Prot_11mer_Alt__3mer_KKI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12594.67
3,Prot_11mer_Alt__3mer_IWS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12595.33
3,Prot_11mer_Alt__3mer_KDQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12609.0
3,Prot_11mer_Alt__3mer_KHV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12609.67
3,Prot_11mer_Alt__3mer_KHS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12610.67
3,Prot_11mer_Alt__3mer_KHQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12611.67
3,Prot_11mer_Alt__3mer_KHP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12612.67
3,Prot_11mer_Alt__3mer_KHM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12613.67
3,Prot_11mer_Alt__3mer_KHL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12614.67
3,Prot_11mer_Alt__3mer_KHK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12615.67
3,Prot_11mer_Alt__3mer_LAD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,12615.67
