k,feature,feature_group,xgb_gain,xgb_cover,xgb_weight,lgbm_importance,nn_permutation_importance,consensus_avg_rank
3,DNA_11mer_Alt__3mer_ATC,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3249.67
3,Prot_11mer_Ref__3mer_TII,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3249.67
3,DNA_11mer_Alt__3mer_AGG,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3252.0
3,DNA_11mer_Ref__3mer_TGT,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3253.0
3,Prot_11mer_Ref__3mer_VLY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3254.0
3,Prot_11mer_Ref__3mer_VLW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3255.0
3,DNA_11mer_Alt__3mer_CAC,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3255.67
3,Prot_11mer_Ref__3mer_VLV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3256.0
3,Prot_11mer_Ref__3mer_VGM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3256.67
3,DNA_11mer_Alt__3mer_CGC,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3257.0
3,Prot_11mer_Ref__3mer_VLS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3258.0
3,DNA_11mer_Ref__3mer_TCC,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3258.67
3,DNA_11mer_Alt__3mer_AAA,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3259.0
3,Prot_11mer_Ref__3mer_VLR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3259.0
3,DNA_11mer_Alt__3mer_CAT,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3259.67
3,DNA_11mer_Alt__3mer_CGT,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3259.67
3,DNA_11mer_Alt__3mer_AGT,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3260.0
3,Prot_11mer_Ref__3mer_VLQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3260.0
3,Prot_11mer_Ref__3mer_VLP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3261.0
3,Prot_11mer_Ref__3mer_VLT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3261.33
3,Prot_11mer_Ref__3mer_VLN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3262.0
3,DNA_11mer_Ref__3mer_CTC,DNA k-mer,0.0,0.0,0.0,0.000614,0.0,3263.0
3,Prot_11mer_Ref__3mer_VAH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3263.0
3,Prot_11mer_Ref__3mer_VLM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3263.0
3,DNA_11mer_Ref__3mer_GCA,DNA k-mer,0.0,0.0,0.0,0.000461,0.0,3264.33
3,Prot_11mer_Ref__3mer_VLK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3265.0
3,DNA_11mer_Alt__3mer_CGG,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3265.33
3,Prot_11mer_Ref__3mer_VMA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3266.33
3,Prot_11mer_Ref__3mer_VLH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3267.0
3,Prot_11mer_Ref__3mer_VLG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3268.0
3,Prot_11mer_Ref__3mer_VLL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3268.67
3,Prot_11mer_Ref__3mer_VLF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3269.0
3,Prot_11mer_Ref__3mer_VMD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3270.0
3,Prot_11mer_Ref__3mer_VLI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3270.67
3,Prot_11mer_Ref__3mer_VGW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3271.33
3,Prot_11mer_Ref__3mer_VGV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3272.33
3,Prot_11mer_Ref__3mer_VGT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3273.33
3,DNA_11mer_Ref__3mer_GGA,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3273.67
3,DNA_11mer_Ref__3mer_CTG,DNA k-mer,0.0,0.0,0.0,0.000307,0.0,3274.0
3,DNA_11mer_Ref__3mer_TCA,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3274.33
3,Prot_11mer_Ref__3mer_VGS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3274.33
3,Prot_11mer_Ref__3mer_VGR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3275.33
3,Prot_11mer_Ref__3mer_VGQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3276.33
3,DNA_11mer_Ref__3mer_TAC,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3276.67
3,Prot_11mer_Ref__3mer_VGP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3277.33
3,DNA_11mer_Ref__3mer_TAA,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3277.67
3,Prot_11mer_Ref__3mer_VGN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3278.33
3,DNA_11mer_Ref__3mer_GTG,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3279.33
3,DNA_11mer_Ref__3mer_GAG,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3280.33
3,Prot_11mer_Ref__3mer_VNT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3280.67
3,DNA_11mer_Ref__3mer_GAA,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3281.0
3,Prot_11mer_Ref__3mer_VMR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3281.0
3,DNA_11mer_Ref__3mer_GGT,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3281.33
3,Prot_11mer_Ref__3mer_VNS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3281.67
3,Prot_11mer_Ref__3mer_VMN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3282.0
3,Prot_11mer_Ref__3mer_VME,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3282.33
3,Prot_11mer_Ref__3mer_VNR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3282.67
3,Prot_11mer_Ref__3mer_VML,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3283.0
3,Prot_11mer_Ref__3mer_VLE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3283.33
3,Prot_11mer_Ref__3mer_VMK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3284.0
3,Prot_11mer_Ref__3mer_VNN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3284.67
3,Prot_11mer_Ref__3mer_VMI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3285.0
3,DNA_11mer_Ref__3mer_GCC,DNA k-mer,0.0,0.0,0.0,0.000154,0.0,3285.33
3,Prot_11mer_Ref__3mer_VNM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3285.67
3,Prot_11mer_Ref__3mer_VMH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3286.0
3,Prot_11mer_Ref__3mer_VNL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3286.67
3,Prot_11mer_Ref__3mer_VNK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3287.67
3,Prot_11mer_Ref__3mer_VNP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3288.33
3,Prot_11mer_Ref__3mer_VNI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3288.67
3,Prot_11mer_Ref__3mer_VLD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3289.0
3,Prot_11mer_Ref__3mer_VNH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3289.67
3,Prot_11mer_Ref__3mer_VLC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3290.0
3,Prot_11mer_Ref__3mer_VLA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3291.0
3,Prot_11mer_Ref__3mer_VNF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3291.67
3,Prot_11mer_Ref__3mer_VKY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3292.0
3,Prot_11mer_Ref__3mer_VKV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3293.0
3,Prot_11mer_Ref__3mer_VMT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3293.0
3,Prot_11mer_Ref__3mer_VND,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3293.67
3,Prot_11mer_Ref__3mer_VKT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3294.0
3,Prot_11mer_Ref__3mer_VNC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3294.67
3,Prot_11mer_Ref__3mer_VKS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3295.0
3,Prot_11mer_Ref__3mer_VNG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3295.33
3,Prot_11mer_Ref__3mer_VNA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3295.67
3,Prot_11mer_Ref__3mer_VMV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3296.67
3,Prot_11mer_Ref__3mer_VNE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3297.33
3,Prot_11mer_Ref__3mer_VGY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3301.33
3,Prot_11mer_Ref__3mer_VAG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3304.0
3,Prot_11mer_Ref__3mer_VAE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3305.0
3,Prot_11mer_Ref__3mer_VAD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3306.0
3,Prot_11mer_Ref__3mer_VAC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3307.0
3,Prot_11mer_Ref__3mer_VID,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3307.67
3,Prot_11mer_Ref__3mer_VAA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3308.0
3,Prot_11mer_Ref__3mer_VIA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3308.67
3,Prot_11mer_Ref__3mer_T_S,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3309.0
3,Prot_11mer_Ref__3mer_VKR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3309.33
3,Prot_11mer_Ref__3mer_T_G,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3310.0
3,Prot_11mer_Ref__3mer_VHV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3310.67
3,Prot_11mer_Ref__3mer_TYV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3311.0
3,Prot_11mer_Ref__3mer_VHT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3311.67
3,Prot_11mer_Ref__3mer_TYT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3312.0
3,Prot_11mer_Ref__3mer_VHS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3312.67
3,Prot_11mer_Ref__3mer_TYS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3313.0
3,Prot_11mer_Ref__3mer_VHR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3313.67
3,Prot_11mer_Ref__3mer_TYR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3314.0
3,Prot_11mer_Ref__3mer_VHY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3314.33
3,Prot_11mer_Ref__3mer_VHQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3314.67
3,Prot_11mer_Ref__3mer_VKQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3315.0
3,Prot_11mer_Ref__3mer_VHP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3315.67
3,Prot_11mer_Ref__3mer_VHN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3316.67
3,Prot_11mer_Ref__3mer_VHM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3317.67
3,Prot_11mer_Ref__3mer_VIE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3320.0
3,Prot_11mer_Ref__3mer_VHE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3320.67
3,Prot_11mer_Ref__3mer_VHC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3321.67
3,Prot_11mer_Ref__3mer_VHA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3322.67
3,Prot_11mer_Ref__3mer_VHL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3323.33
3,Prot_11mer_Ref__3mer_VHF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3324.33
3,Prot_11mer_Ref__3mer_VKP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3329.33
3,Prot_11mer_Ref__3mer_VIQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3334.0
3,Prot_11mer_Ref__3mer_TKD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3334.33
3,Prot_11mer_Ref__3mer_VIP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3335.0
3,Prot_11mer_Ref__3mer_VKN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3335.0
3,Prot_11mer_Ref__3mer_VIN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3336.0
3,Prot_11mer_Ref__3mer_VKM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3336.0
3,Prot_11mer_Ref__3mer_VIM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3337.0
3,Prot_11mer_Ref__3mer_VIF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3337.33
3,Prot_11mer_Ref__3mer_VIL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3338.0
3,Prot_11mer_Ref__3mer_VKK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3338.0
3,Prot_11mer_Ref__3mer_VIK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3339.0
3,Prot_11mer_Ref__3mer_VKI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3339.0
3,Prot_11mer_Ref__3mer_VII,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3340.0
3,Prot_11mer_Ref__3mer_VKG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3340.0
3,Prot_11mer_Ref__3mer_VIG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3341.0
3,Prot_11mer_Ref__3mer_VKF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3341.0
3,Prot_11mer_Ref__3mer_VKL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3341.67
3,Prot_11mer_Ref__3mer_VKE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3342.0
3,Prot_11mer_Ref__3mer_VKD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3343.0
3,Prot_11mer_Ref__3mer_VKC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3344.0
3,Prot_11mer_Ref__3mer_VKA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3345.0
3,Prot_11mer_Ref__3mer_VIR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3346.33
3,Prot_11mer_Ref__3mer_VIV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3348.0
3,Prot_11mer_Ref__3mer_VIT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3349.0
3,Prot_11mer_Ref__3mer_VIS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3350.0
3,Prot_11mer_Ref__3mer_VIY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3350.67
3,Prot_11mer_Ref__3mer_VIW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3351.67
3,Prot_11mer_Ref__3mer_TPA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3363.0
3,Prot_11mer_Ref__3mer_TNY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3364.0
3,Prot_11mer_Ref__3mer_TNV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3365.0
3,Prot_11mer_Ref__3mer_TNT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3366.0
3,Prot_11mer_Ref__3mer_TNS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3367.0
3,Prot_11mer_Ref__3mer_TNR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3368.0
3,Prot_11mer_Ref__3mer_TNQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3369.0
3,Prot_11mer_Ref__3mer_TNP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3370.0
3,Prot_11mer_Ref__3mer_TNN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3371.0
3,Prot_11mer_Ref__3mer_TNM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3372.0
3,Prot_11mer_Ref__3mer_TNL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3373.0
3,Prot_11mer_Ref__3mer_TPS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3385.0
3,Prot_11mer_Ref__3mer_TPR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3386.0
3,Prot_11mer_Ref__3mer_TPQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3387.0
3,Prot_11mer_Ref__3mer_TNK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3387.33
3,Prot_11mer_Ref__3mer_TPP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3388.0
3,Prot_11mer_Ref__3mer_TPD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3388.67
3,Prot_11mer_Ref__3mer_TPN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3389.0
3,Prot_11mer_Ref__3mer_TQM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3389.67
3,Prot_11mer_Ref__3mer_TPM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3390.0
3,Prot_11mer_Ref__3mer_TQL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3390.67
3,Prot_11mer_Ref__3mer_TPL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3391.0
3,Prot_11mer_Ref__3mer_TQK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3391.67
3,Prot_11mer_Ref__3mer_TPK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3392.0
3,Prot_11mer_Ref__3mer_TQI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3392.67
3,Prot_11mer_Ref__3mer_TPI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3393.0
3,Prot_11mer_Ref__3mer_TQH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3393.67
3,Prot_11mer_Ref__3mer_TNH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3394.0
3,Prot_11mer_Ref__3mer_TPH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3394.0
3,Prot_11mer_Ref__3mer_TQG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3394.67
3,Prot_11mer_Ref__3mer_TNG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3395.0
3,Prot_11mer_Ref__3mer_TPG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3395.0
3,Prot_11mer_Ref__3mer_TQF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3395.67
3,Prot_11mer_Ref__3mer_TNF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3396.0
3,Prot_11mer_Ref__3mer_TPF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3396.0
3,Prot_11mer_Ref__3mer_TQE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3396.67
3,Prot_11mer_Ref__3mer_TNE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3397.0
3,Prot_11mer_Ref__3mer_TQD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3397.67
3,Prot_11mer_Ref__3mer_TND,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3398.0
3,Prot_11mer_Ref__3mer_TQA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3398.67
3,Prot_11mer_Ref__3mer_TMV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3399.0
3,Prot_11mer_Ref__3mer_TPY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3399.67
3,Prot_11mer_Ref__3mer_TMT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3400.0
3,Prot_11mer_Ref__3mer_TPV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3400.67
3,Prot_11mer_Ref__3mer_TMS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3401.0
3,Prot_11mer_Ref__3mer_TPE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3401.33
3,Prot_11mer_Ref__3mer_TMR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3402.0
3,Prot_11mer_Ref__3mer_TNI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3402.33
3,Prot_11mer_Ref__3mer_TMQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3403.0
3,Prot_11mer_Ref__3mer_TMP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3404.0
3,Prot_11mer_Ref__3mer_TMI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3406.0
3,Prot_11mer_Ref__3mer_TPT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3406.33
3,Prot_11mer_Ref__3mer_TML,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3409.67
3,Prot_11mer_Ref__3mer_TYQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3414.33
3,Prot_11mer_Ref__3mer_TKQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3417.67
3,Prot_11mer_Ref__3mer_TKN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3418.67
3,Prot_11mer_Ref__3mer_TKM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3419.67
3,Prot_11mer_Ref__3mer_TKL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3420.67
3,Prot_11mer_Ref__3mer_TKK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3421.67
3,Prot_11mer_Ref__3mer_TKI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3422.67
3,Prot_11mer_Ref__3mer_TKH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3423.67
3,Prot_11mer_Ref__3mer_TKG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3424.67
3,Prot_11mer_Ref__3mer_TKF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3425.67
3,Prot_11mer_Ref__3mer_TKE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3426.67
3,Prot_11mer_Ref__3mer_TKR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3430.33
3,Prot_11mer_Ref__3mer_TMH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3433.67
3,Prot_11mer_Ref__3mer_TLK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3440.0
3,Prot_11mer_Ref__3mer_TLI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3441.0
3,Prot_11mer_Ref__3mer_TLH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3442.0
3,Prot_11mer_Ref__3mer_TLM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3442.67
3,Prot_11mer_Ref__3mer_TLG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3443.0
3,Prot_11mer_Ref__3mer_TLL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3443.67
3,Prot_11mer_Ref__3mer_TLF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3444.0
3,Prot_11mer_Ref__3mer_TMG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3444.0
3,Prot_11mer_Ref__3mer_TLE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3445.0
3,Prot_11mer_Ref__3mer_TME,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3445.0
3,Prot_11mer_Ref__3mer_TLD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3446.0
3,Prot_11mer_Ref__3mer_TMD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3446.0
3,Prot_11mer_Ref__3mer_TLC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3447.0
3,Prot_11mer_Ref__3mer_TLY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3447.0
3,Prot_11mer_Ref__3mer_TKS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3447.33
3,Prot_11mer_Ref__3mer_TLA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3448.0
3,Prot_11mer_Ref__3mer_TLW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3448.0
3,Prot_11mer_Ref__3mer_TKY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3449.0
3,Prot_11mer_Ref__3mer_TLV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3449.0
3,Prot_11mer_Ref__3mer_TLT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3450.0
3,Prot_11mer_Ref__3mer_TLN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3450.33
3,Prot_11mer_Ref__3mer_TKT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3451.0
3,Prot_11mer_Ref__3mer_TLS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3451.0
3,Prot_11mer_Ref__3mer_TQN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3451.67
3,Prot_11mer_Ref__3mer_TLR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3452.0
3,Prot_11mer_Ref__3mer_TLQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3453.0
3,Prot_11mer_Ref__3mer_TLP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3454.0
3,Prot_11mer_Ref__3mer_TKV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3454.67
3,Prot_11mer_Ref__3mer_TVR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3471.33
3,Prot_11mer_Ref__3mer_TVQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3472.33
3,Prot_11mer_Ref__3mer_TVP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3473.33
3,Prot_11mer_Ref__3mer_TVN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3474.33
3,Prot_11mer_Ref__3mer_TVS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3474.67
3,Prot_11mer_Ref__3mer_TVM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3475.33
3,Prot_11mer_Ref__3mer_TVL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3476.33
3,Prot_11mer_Ref__3mer_TVK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3477.33
3,Prot_11mer_Ref__3mer_TVI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3478.33
3,Prot_11mer_Ref__3mer_TVH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3479.33
3,Prot_11mer_Ref__3mer_TVG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3480.33
3,Prot_11mer_Ref__3mer_TVF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3481.33
3,Prot_11mer_Ref__3mer_TRF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3484.0
3,Prot_11mer_Ref__3mer_TRE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3485.0
3,Prot_11mer_Ref__3mer_TRD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,3486.0
