fe_mode,panel,model,thr_mode,threshold,train_f1,train_precision,train_recall,train_mcc,test_f1_5050,test_precision_5050,test_recall_5050,test_mcc_5050,test_f1_8020_mean,test_f1_8020_std,test_f1_8020_lo,test_f1_8020_hi,n_test
no_fe,PAH,catboost,mcc_8020,0.54,0.7931034482758621,0.8203017832647462,0.7676508344030809,0.5659381956646866,0.912621359223301,0.9038461538461539,0.9215686274509803,0.4560993696242152,0.4752631554166593,0.05022280139170078,0.3099867724867725,0.5161290322580645,184
no_fe,PAH,nn,f1_raw,0.3,0.761596548004315,0.6567441860465116,0.9062901155327343,0.3950558997745615,0.9090909090909091,0.847457627118644,0.9803921568627451,0.214094318460658,0.36589147286821705,0.014209537038622766,0.3333333333333333,0.37209302325581395,184
no_fe,PAH,nn,f1_8020,0.51,0.7031578947368421,0.7755417956656346,0.6431322207958922,0.4226459866701811,0.8542372881355932,0.8873239436619719,0.8235294117647058,0.2741335210151778,0.4212318449070396,0.055410053631236515,0.2857142857142857,0.5,184
no_fe,PAH,nn,mcc_8020,0.51,0.7031578947368421,0.7755417956656346,0.6431322207958922,0.4226459866701811,0.8542372881355932,0.8873239436619719,0.8235294117647058,0.2741335210151778,0.4212318449070396,0.055410053631236515,0.2857142857142857,0.5,184
no_fe,PAH,dnn,f1_raw,0.32,0.7591881513987931,0.6628352490421456,0.8883183568677792,0.3935456584214518,0.896969696969697,0.8361581920903954,0.9673202614379085,0.06228948379105849,0.34733333333333327,0.015481932556700922,0.3181818181818182,0.35555555555555557,184
no_fe,PAH,dnn,f1_8020,0.52,0.6893063583815029,0.7884297520661157,0.6123234916559692,0.4208717912429507,0.7785714285714286,0.8582677165354331,0.7124183006535948,0.10666309142072031,0.3546381045288982,0.06983909062819113,0.20689655172413793,0.46016042780748656,184
no_fe,PAH,dnn,mcc_8020,0.52,0.6893063583815029,0.7884297520661157,0.6123234916559692,0.4208717912429507,0.7785714285714286,0.8582677165354331,0.7124183006535948,0.10666309142072031,0.3546381045288982,0.06983909062819113,0.20689655172413793,0.46016042780748656,184
no_fe,PAH,nn_ft,f1_raw,0.35,0.8432304038004751,0.7845303867403315,0.9114249037227214,0.6339371146368323,0.8655737704918033,0.868421052631579,0.8627450980392157,0.21486038610880678,0.3848877005347593,0.046074387435162824,0.2619318181818182,0.4444444444444444,184
no_fe,PAH,nn_ft,f1_8020,0.41,0.8297172912557528,0.8504043126684636,0.810012836970475,0.6388197326303796,0.845360824742268,0.8913043478260869,0.803921568627451,0.27664750015532125,0.42548463969598566,0.06243409508291048,0.2962962962962963,0.5161290322580645,184
no_fe,PAH,nn_ft,mcc_8020,0.41,0.8297172912557528,0.8504043126684636,0.810012836970475,0.6388197326303796,0.845360824742268,0.8913043478260869,0.803921568627451,0.27664750015532125,0.42548463969598566,0.06243409508291048,0.2962962962962963,0.5161290322580645,184
no_fe,PAH,dnn_ft,f1_raw,0.38,0.8513189448441247,0.7986501687289089,0.9114249037227214,0.6552009388476362,0.8766233766233766,0.8709677419354839,0.8823529411764706,0.24364702454962525,0.39604931669637544,0.044430886119406966,0.30303030303030304,0.4444444444444444,184
no_fe,PAH,dnn_ft,f1_8020,0.48,0.8084507042253521,0.8954758190327613,0.7368421052631579,0.6359973802427844,0.8450704225352113,0.916030534351145,0.7843137254901961,0.35496937348960433,0.48494201547245025,0.07496991731542334,0.28962450592885375,0.5925925925925926,184
no_fe,PAH,dnn_ft,mcc_8020,0.48,0.8084507042253521,0.8954758190327613,0.7368421052631579,0.6359973802427844,0.8450704225352113,0.916030534351145,0.7843137254901961,0.35496937348960433,0.48494201547245025,0.07496991731542334,0.28962450592885375,0.5925925925925926,184
